0, Note_on_c,0,43,100,34
576, Note_off_c,0,43,0,34
576, Note_on_c,0,43,100,34
768, Note_off_c,0,43,0,34
768, Note_on_c,0,46,100,34
960, Note_off_c,0,46,0,34
960, Note_on_c,0,43,100,34
1344, Note_off_c,0,43,0,34
1344, Note_on_c,0,43,100,34
1728, Note_off_c,0,43,0,34
1728, Note_on_c,0,43,100,34
2112, Note_off_c,0,43,0,34
2112, Note_on_c,0,43,100,34
2304, Note_off_c,0,43,0,34
2304, Note_on_c,0,46,100,34
2496, Note_off_c,0,46,0,34
2496, Note_on_c,0,43,100,34
2688, Note_off_c,0,43,0,34
2688, Note_on_c,0,41,100,34
3072, Note_off_c,0,41,0,34
3072, Note_on_c,0,43,100,34
3648, Note_off_c,0,43,0,34
3648, Note_on_c,0,43,100,34
3840, Note_off_c,0,43,0,34
3840, Note_on_c,0,46,100,34
4032, Note_off_c,0,46,0,34
4032, Note_on_c,0,43,100,34
4416, Note_off_c,0,43,0,34
4416, Note_on_c,0,43,100,34
4800, Note_off_c,0,43,0,34
4800, Note_on_c,0,43,100,34
5184, Note_off_c,0,43,0,34
5184, Note_on_c,0,43,100,34
5376, Note_off_c,0,43,0,34
5376, Note_on_c,0,46,100,34
5568, Note_off_c,0,46,0,34
5568, Note_on_c,0,43,100,34
5760, Note_off_c,0,43,0,34
5760, Note_on_c,0,41,100,34
6144, Note_off_c,0,41,0,34
6144, Note_on_c,0,48,100,34
6720, Note_off_c,0,48,0,34
6720, Note_on_c,0,48,100,34
6912, Note_off_c,0,48,0,34
6912, Note_on_c,0,51,100,34
7104, Note_off_c,0,51,0,34
7104, Note_on_c,0,48,100,34
7488, Note_off_c,0,48,0,34
7488, Note_on_c,0,48,100,34
7872, Note_off_c,0,48,0,34
7872, Note_on_c,0,48,100,34
8256, Note_off_c,0,48,0,34
8256, Note_on_c,0,48,100,34
8448, Note_off_c,0,48,0,34
8448, Note_on_c,0,51,100,34
8640, Note_off_c,0,51,0,34
8640, Note_on_c,0,48,100,34
8832, Note_off_c,0,48,0,34
8832, Note_on_c,0,46,100,34
9216, Note_off_c,0,46,0,34
9216, Note_on_c,0,50,100,34
9792, Note_off_c,0,50,0,34
9792, Note_on_c,0,50,100,34
9984, Note_off_c,0,50,0,34
9984, Note_on_c,0,54,100,34
10176, Note_off_c,0,54,0,34
10176, Note_on_c,0,50,100,34
10560, Note_off_c,0,50,0,34
10560, Note_on_c,0,50,100,34
10944, Note_off_c,0,50,0,34
10944, Note_on_c,0,38,100,34
11328, Note_off_c,0,38,0,34
11328, Note_on_c,0,38,100,34
11712, Note_off_c,0,38,0,34
11712, Note_on_c,0,38,100,34
12096, Note_off_c,0,38,0,34
12288, Note_on_c,0,58,100,34
12288, Note_on_c,0,43,100,34
12672, Note_off_c,0,58,0,34
12672, Note_on_c,0,58,100,34
12864, Note_off_c,0,43,0,34
12864, Note_on_c,0,43,100,34
13056, Note_off_c,0,43,0,34
13056, Note_on_c,0,46,100,34
13248, Note_off_c,0,46,0,34
13248, Note_off_c,0,58,0,34
13248, Note_on_c,0,58,100,34
13248, Note_on_c,0,43,100,34
13632, Note_off_c,0,43,0,34
13632, Note_off_c,0,58,0,34
13632, Note_on_c,0,58,100,34
13632, Note_on_c,0,43,100,34
14016, Note_off_c,0,43,0,34
14016, Note_off_c,0,58,0,34
14016, Note_on_c,0,58,100,34
14016, Note_on_c,0,43,100,34
14400, Note_off_c,0,43,0,34
14400, Note_off_c,0,58,0,34
14400, Note_on_c,0,55,100,34
14400, Note_on_c,0,43,100,34
14592, Note_off_c,0,43,0,34
14592, Note_on_c,0,46,100,34
14784, Note_off_c,0,46,0,34
14784, Note_off_c,0,55,0,34
14784, Note_on_c,0,55,100,34
14784, Note_on_c,0,43,100,34
14976, Note_off_c,0,43,0,34
14976, Note_off_c,0,55,0,34
14976, Note_on_c,0,60,100,34
14976, Note_on_c,0,41,100,34
15360, Note_off_c,0,41,0,34
15360, Note_off_c,0,60,0,34
15360, Note_on_c,0,43,100,34
15360, Note_on_c,0,67,100,34
15360, Note_on_c,0,70,100,34
15744, Note_off_c,0,70,0,34
15744, Note_off_c,0,67,0,34
15744, Note_on_c,0,67,100,34
15744, Note_on_c,0,70,100,34
15936, Note_off_c,0,43,0,34
15936, Note_on_c,0,43,100,34
16128, Note_off_c,0,43,0,34
16128, Note_on_c,0,46,100,34
16320, Note_off_c,0,46,0,34
16320, Note_off_c,0,70,0,34
16320, Note_off_c,0,67,0,34
16320, Note_on_c,0,43,100,34
16320, Note_on_c,0,67,100,34
16320, Note_on_c,0,70,100,34
16704, Note_off_c,0,70,0,34
16704, Note_off_c,0,67,0,34
16704, Note_off_c,0,43,0,34
16704, Note_on_c,0,43,100,34
16704, Note_on_c,0,67,100,34
16704, Note_on_c,0,70,100,34
17088, Note_off_c,0,70,0,34
17088, Note_off_c,0,67,0,34
17088, Note_off_c,0,43,0,34
17088, Note_on_c,0,43,100,34
17088, Note_on_c,0,67,100,34
17088, Note_on_c,0,70,100,34
17472, Note_off_c,0,70,0,34
17472, Note_off_c,0,67,0,34
17472, Note_off_c,0,43,0,34
17472, Note_on_c,0,43,100,34
17472, Note_on_c,0,67,100,34
17472, Note_on_c,0,70,100,34
17664, Note_off_c,0,43,0,34
17664, Note_on_c,0,46,100,34
17856, Note_off_c,0,46,0,34
